id,latitude,longitude,timestamp,hilbert_value
fe7eb567a7a94774a5c23010,38.606185,-77.014165,2022-04-16 4:15:06,5544
a2de0f5c988c4f199a72854e,38.607001,-77.013827,2022-04-16 4:15:06,5544
d02a18b2cd34442ba300d06e,38.609688,-77.012543,2022-04-16 4:15:06,5546
87d355791dab44f5a2900e57,38.612743,-77.011429,2022-04-16 4:15:06,5717
9f43718bd2d046abb206b2de,38.618617,-77.01153,2022-04-16 4:15:06,5721
de8682a8c4fa44a9b53e268a,38.620355,-77.012577,2022-04-16 4:15:06,5722
e6f830bcbabb473da86ca07a,38.619855,-77.012104,2022-04-16 4:15:06,5722
fa830e3166f7488eb9fb4215,38.620856,-77.013118,2022-04-16 4:15:06,5723
b567049f65f747f8adc58cca,38.625728,-77.015313,2022-04-16 4:15:06,5730
eb1010d153504befb39112bb,38.624359,-77.015448,2022-04-16 4:15:06,5730
ca84be768f2243bd991a4c0b,38.623753,-77.015448,2022-04-16 4:15:06,5731
ada896401f214bb1875f7d6b,38.623042,-77.015245,2022-04-16 4:15:06,5731
718123b5272c480396bf3b68,38.622225,-77.014705,2022-04-16 4:15:06,5731
195d8b02484b4a77863fab12,38.621672,-77.014131,2022-04-16 4:15:06,5732
a46a69da209d4f1a8a5948c6,38.632129,-77.014975,2022-04-16 4:15:06,5740
5cef6510b9674ddbbeb49702,38.627704,-77.015144,2022-04-16 4:15:06,5741
9b95320d9efb47efb6f27bbf,38.627019,-77.015245,2022-04-16 4:15:06,5741
a2c765beb0bb477d928ec1bb,38.636764,-77.015549,2022-04-16 4:15:06,5778
421720863c194ac6b4c917f5,38.635711,-77.015414,2022-04-16 4:15:06,5778
0f85a968216c47c093157905,38.634446,-77.015144,2022-04-16 4:15:06,5779
f1ed7e819c584328804e38aa,38.63305,-77.014975,2022-04-16 4:15:06,5779
cc75e95474504b0f8abc2ef0,38.64248,-77.011767,2022-04-16 4:15:06,5786
e873d15681ce41ba9f3db5ed,38.641742,-77.013658,2022-04-16 4:15:06,5787
bd77e4a3e71348378a6f8a90,38.640399,-77.015076,2022-04-16 4:15:06,5788
6901cab930834e5ea1230f8a,38.640821,-77.014908,2022-04-16 4:15:06,5788
d92dc5b3a69940eeb4987ddb,38.641163,-77.014604,2022-04-16 4:15:06,5788
cd3b2144ab214855a971f021,38.638029,-77.015549,2022-04-16 4:15:06,5789
efcb902398e2441da6a1d4cc,38.639293,-77.015313,2022-04-16 4:15:06,5789
44d22a3983254c259f4cedef,38.659812,-77.013286,2022-04-16 4:15:06,6488
cd088310813d4cda9e03c64c,38.659233,-77.012476,2022-04-16 4:15:06,6489
c74fb8216c1347029efb96be,38.661682,-77.015414,2022-04-16 4:15:06,6492
229cc7c7cf2c477bb9226d73,38.660787,-77.014435,2022-04-16 4:15:06,6493
e7649f75502e4800865a49f2,38.663157,-77.017001,2022-04-16 4:15:06,6495
045fe021831e465685c5351e,38.662472,-77.01636,2022-04-16 4:15:06,6495
795fd3b9f30a4af58502deaa,38.667476,-77.014975,2022-04-16 4:15:06,6498
4c4702ef99af413bb5408df8,38.670084,-77.011902,2022-04-16 4:15:06,6505
93d4c6b0a74c41878f366138,38.664369,-77.017339,2022-04-16 4:15:06,6517
b499ec667a0d45609c366c2e,38.663737,-77.017305,2022-04-16 4:15:06,6517
c91f686969d54165b8adb2ac,38.664895,-77.017339,2022-04-16 4:15:06,6517
a13c94df43ec43bea9ca6303,38.665554,-77.017238,2022-04-16 4:15:06,6517
85db9874e52248febe23e594,38.8075437,-77.0990789,2020-12-07 22:09:08,8520
84a2558ef33a4254ac22a34b,38.8070337,-77.0969761,2020-12-07 22:09:08,8521
39178d63ec374a28a612d4d9,38.8077109,-77.1004093,2020-12-07 22:09:08,8525
ad01cacb00904946a7a0856c,38.807761,-77.1019328,2020-12-07 22:09:08,8526
1fc39ec6ea784678b35ffa13,38.8060889,-77.0916438,2020-12-07 22:09:08,8561
54c574f3e0284bebaeeca3df,38.8067076,-77.0951629,2020-12-07 22:09:08,8566
86a67d2e4bef442b89f766b5,38.8058548,-77.0880819,2020-12-07 22:09:08,8589
560899f51a22469b80ece319,38.8046258,-77.0675039,2020-12-07 22:09:08,8833
a25466ecbf2b4e6e8363f676,38.8049769,-77.0657981,2020-12-07 22:09:08,8834
039f292898584048a76c1ed5,38.8055288,-77.06406,2020-12-07 22:09:08,8840
9b18f7d88ffb4998b8ded782,38.8106119,-77.0567644,2020-12-07 22:09:08,8879
44f76271af074c5ca30ac4cf,38.8085135,-77.058878,2020-12-07 22:09:08,8883
caabfbbfae9845d3a444404c,38.8063899,-77.0621073,2020-12-07 22:09:08,8886
1e05e38b443d479e81b93f3b,38.807435,-77.0603156,2020-12-07 22:09:08,8887
e9ab99fd5d8942a790771c06,38.7913111,-77.0320497,2019-08-26 17:56:25,9745
c50a7243801b48be8adc7254,38.7914187,-77.0320098,2019-08-26 17:56:25,9745
a1ce7ff80d4f40818f5b95a9,38.7931409,-77.0318251,2023-07-28 5:13:46,9746
cc2d1a4fcfb24f958e6ff572,38.7921755,-77.0325518,2019-08-26 17:56:25,9746
ca31919631c04445ba1a5fa4,38.7924572,-77.0318172,2023-07-28 5:13:46,9746
733fc40a5eb045cbae4b4ef9,38.7921474,-77.0326645,2019-08-26 17:56:25,9747
0fc28d78ef3d46e49c79dff0,38.7927696,-77.0333056,2023-07-28 5:13:46,9747
9ef2a3d7981e45edbff96d7f,38.7927121,-77.0340553,2023-07-28 5:13:46,9747
b0cb65f8a76246e8a1116e8d,38.7928512,-77.028829,2023-07-28 5:13:46,9756
b70b672acc69494e924efa97,38.7928062,-77.0287767,2023-07-28 5:13:46,9756
71ff6437890044aa9994c7ec,38.7927686,-77.0306596,2023-07-28 5:13:46,9757
dd018cbb4b2d4d6d95371aa8,38.7936612,-77.0258548,2016-11-05 7:17:44,9762
be7f9d2600004bebbb55c9fc,38.7929327,-77.0266457,2023-07-28 5:13:46,9762
d111f2f658c3459e8caafa57,38.792962,-77.0262594,2023-07-28 5:13:46,9762
8e33d9aa1e9f4eaa96b7f3fd,38.7929149,-77.026529,2023-07-28 5:13:46,9762
fe41a1b2d8f74785b0c303ec,38.7933582,-77.0261159,2023-07-28 5:13:46,9762
ad8ef0f03edc46f8ba0801f8,38.7932907,-77.0268927,2023-07-28 5:13:46,9762
8b58b90170224eeaa32a7d6b,38.7926056,-77.0266846,2018-04-03 13:33:53,9762
af6f8047a6fc43f1b9377120,38.7942043,-77.0261552,2019-03-04 7:20:34,9762
4d5893e635a8426a969d5db0,38.7938165,-77.0259526,2019-03-04 7:20:37,9762
73b931c0a9cf48788e393964,38.7934306,-77.0257768,2020-12-02 0:58:00,9762
e15e16bca3be41bcb85d5408,38.7930958,-77.0256637,2016-11-05 7:15:52,9762
66659202172c416fba9a8254,38.7925317,-77.0281601,2020-06-22 16:02:48,9763
d5688cf70d16405ba816c00b,38.7925294,-77.0282058,2018-04-03 13:33:53,9763
b3d639acb3c54a77b4a7306e,38.7932126,-77.0283009,2023-07-28 5:13:46,9763
8d20cc3a9cac4e429c4f0268,38.7928334,-77.0280069,2023-07-28 5:13:46,9763
476376a10371418c9408db88,38.7928731,-77.0272103,2023-07-28 5:13:46,9763
4a05d9ad5b07432cae4b5f24,38.7932348,-77.0277334,2023-07-28 5:13:46,9763
75a9a9609b5f4a07bc171579,38.7929013,-77.0276113,2023-07-28 5:13:46,9763
91c563fc521143b382346491,38.7928679,-77.0283059,2023-07-28 5:13:46,9763
2f0626a1f0894d4f8eeb6d76,38.7951461,-77.0261993,2016-11-05 7:19:19,9767
40f24690be4d4761abc20316,38.7956562,-77.0262851,2016-11-05 7:19:19,9767
5bc940870f6a42b08533443e,38.7959697,-77.0264943,2016-11-05 7:19:19,9767
dde29b888dd6464d9205a777,38.7961859,-77.0262433,2016-11-05 7:19:19,9767
92ff7ccdb9724d7f8cb78b5e,38.7969418,-77.0244495,2016-11-05 7:19:18,9768
8c34d14b706c4b688b07fa86,38.7954901,-77.0245954,2016-11-05 7:19:19,9768
0f174f9f03b844a8bd3e4004,38.7958915,-77.0254365,2016-11-05 7:19:19,9768
5ba65b3fe0a04cfcaf7413f3,38.7965605,-77.0243035,2016-11-05 7:19:18,9768
4e79ca4563ff44349048f7c2,38.7964735,-77.0244924,2016-11-05 7:19:18,9768
776dba324bf34f9cb2fe8569,38.7966474,-77.0245782,2016-11-05 7:19:18,9768
dee08fc7cdc543c8a000f452,38.7991095,-77.0246758,2016-11-05 7:17:45,9769
3d29521097f04064a014cf4d,38.7992475,-77.0247562,2016-11-05 7:17:45,9769
b6ab8ec0841f46018a7b7d74,38.7990865,-77.0241715,2019-03-04 7:20:37,9769
e6b97b0db72e466b8fec88d2,38.7992432,-77.0248746,2016-11-05 7:17:45,9769
f8334ad0440a497dbfed222f,38.79949,-77.0246919,2016-11-05 7:17:45,9769
eb41e1a666804bf9b6f7f40c,38.7996196,-77.0244666,2016-11-05 7:17:45,9769
9a417023daad4c3795bd6ba9,38.7993562,-77.0242788,2016-11-05 7:19:18,9769
617db837b40e4ee597c775f1,38.7990662,-77.0247326,2016-11-05 7:19:18,9769
217e802ee13640bf941b6dcf,38.799398,-77.0248904,2016-11-05 7:19:18,9769
0f82faf0bce049d5ae3cba50,38.7995861,-77.0248689,2016-11-05 7:19:18,9769
3177b8215041499d86b49924,38.7997241,-77.0246275,2016-11-05 7:19:18,9769
185c342932e54247969b8578,38.7983194,-77.023796,2016-11-05 7:19:18,9770
50eee85fc05c4c28bc0db6ab,38.7991806,-77.0233454,2016-11-05 7:19:19,9770
56807c6a2b2245b6937b7b2f,38.7985261,-77.0240834,2013-10-26 4:15:33,9770
16de7ab2e6614b35bf4bc942,38.7989214,-77.0238979,2016-11-05 7:17:45,9770
2a00fb42a0d74358a7a1169f,38.7985368,-77.0239999,2016-11-05 7:17:45,9770
b16eff8febc840cebeaab8a1,38.798658,-77.0241501,2016-11-05 7:19:18,9770
8c1282740d194787a051a3e2,38.7982127,-77.0241061,2016-11-05 7:19:18,9770
18284888fef747f9bc1c2256,38.7992768,-77.0236512,2016-11-05 7:19:19,9770
224044802c7d47d7934cea35,38.7991513,-77.022766,2016-11-05 7:19:19,9770
28dc85ddf9374fdb91cfa9cb,38.7951837,-77.024134,2016-11-05 7:19:19,9771
b038e40dec6840f7b71ee30a,38.7948785,-77.0238228,2016-11-05 7:19:19,9771
915ff02cd3294bb29d3afc94,38.7946444,-77.0236941,2016-11-05 7:19:19,9772
828c2a6e4e984053ba000d2d,38.7940184,-77.0231534,2016-11-05 7:19:19,9772
7423fb686ea441f5b2097c44,38.7940005,-77.0232596,2016-11-05 7:17:44,9772
e241545049ad4342a014c775,38.7940904,-77.0235359,2019-03-04 7:20:37,9772
d0d460f7b9e14bdfac0beafc,38.794286,-77.0236083,2016-11-05 7:19:19,9772
20d6745504434da685a609fa,38.7934582,-77.025142,2023-07-28 5:13:46,9773
aff79eb88c5b40f78a7ceac9,38.7928319,-77.0249878,2021-01-25 18:14:34,9773
64b45d3777c147f6ae08ba97,38.7930922,-77.0250539,2023-07-28 5:13:46,9773
5dd832e4fba54dc9baeae8e8,38.7930442,-77.0250417,2023-07-28 5:13:46,9773
d68dfb8179b9487490f59630,38.792753,-77.0249678,2020-12-02 0:58:00,9773
accc32c8076041ecb0c72a31,38.7929646,-77.0250215,2021-01-25 18:14:34,9773
a917e8c8ce284181bfa622c2,38.7932189,-77.0250861,2021-01-25 18:14:34,9773
e045138b1075417b86962b2c,38.7930351,-77.0255513,2023-07-28 5:13:46,9773
af9de5bb960447e2b11ec3f3,38.7933464,-77.0251185,2021-01-25 18:14:34,9773
c05d98407f61482587cca060,38.7924813,-77.0248563,2016-11-05 7:20:16,9773
80305af7d4b9403fa5f4a13e,38.7927258,-77.0251775,2020-12-02 0:58:00,9773
d909ff9fe97b49679f45cacf,38.7874008,-77.0230858,2019-08-26 17:56:25,9776
0b7fa6c15e7045ca8b73d5ca,38.7888708,-77.0269412,2014-05-23 21:06:13,9780
0fafdf7137bc4df0afd10174,38.7887689,-77.0270426,2019-08-26 17:56:25,9781
849fcb9fe2af464299c6b381,38.7822742,-77.0210135,2019-08-26 17:56:25,9794
dc251a0847c54f30b44ecf05,38.7820235,-77.0205778,2020-01-06 21:06:55,9794
ee3e1aab73d048929c5c5686,38.7829708,-77.0217431,2019-08-26 17:56:25,9795
fd25f0d8d50c4d90908773a3,38.7863891,-77.0199546,2019-08-26 17:56:25,9799
7a1ebe7dc5e34e41b28545a1,38.7862965,-77.0185818,2019-08-26 17:56:25,9800
4e2d51b7d0ed47a989bb97bb,38.786251,-77.0174376,2020-01-18 20:05:27,9803
5fa1bccb632e45f5974752ee,38.7978237,-77.0194646,2013-10-26 4:15:33,9841
efaf798ccac2453cb1ba1031,38.7970419,-77.0192661,2013-10-26 4:15:33,9842
bb1747cb9bb74bb3963e87a7,38.7949891,-77.0196417,2013-10-26 4:15:33,9842
06fc25a835e84f9ca025e747,38.7948135,-77.0198562,2013-10-26 4:15:33,9842
65727c74b9bf494cbe990a96,38.7952316,-77.0194807,2013-10-26 4:15:33,9842
40e9298476e940d6b4e3eb37,38.7956497,-77.019352,2013-10-26 4:15:33,9842
059b2eb517cf4ca3bda34219,38.7963939,-77.0192554,2013-10-26 4:15:33,9842
d031d68201ca494599c75dff,38.7950486,-77.0197889,2016-11-05 7:19:19,9842
dad81b66b38b408da564065c,38.7959718,-77.0196172,2016-11-05 7:19:19,9842
6d85e63734c94ed5b7a58e7d,38.7956507,-77.0196172,2016-11-05 7:19:19,9842
f1dfc6513f9843958942c93c,38.7953162,-77.0196172,2016-11-05 7:19:19,9842
ae95fda8eb8a4ae3af2974e7,38.7946504,-77.0201352,2013-10-26 4:15:33,9848
4af34c9b0f8544a58239d842,38.7944811,-77.0204329,2019-03-04 7:20:33,9848
f89a69504a1341ce92908004,38.7943452,-77.0207735,2019-03-04 7:20:33,9848
650a9e3bc00244af8fe59e5b,38.7946109,-77.0212425,2016-11-05 7:19:19,9848
57512dcaf86243049a51ea54,38.7939898,-77.0222059,2019-03-04 7:20:37,9851
918b9f907c6940c5ab60d677,38.7940974,-77.0223082,2016-11-05 7:17:44,9851
4a7e2941dda14d04b44a9a52,38.7943161,-77.0217774,2019-03-04 7:20:37,9851
80dc87490e2149ce835dacd0,38.7940452,-77.0224668,2016-11-05 7:19:19,9851
c1f4f04f9e2343b4879223f4,38.7941194,-77.021664,2019-03-04 7:20:37,9851
f7a86ed242c04325b0b64c0e,38.7969564,-77.0199175,2016-11-05 7:19:19,9853
917065b3cabc4e01975c12a7,38.7972909,-77.0200946,2016-11-05 7:19:19,9853
8977778dd7a74866bd5ae88c,38.7966796,-77.0201337,2016-11-05 7:19:19,9853
9df66838e9a5461fb1f926e7,38.7964449,-77.0203168,2016-11-05 7:19:19,9853
deae13fbc6f84c61b217f942,38.7962528,-77.0200292,2016-11-05 7:19:19,9853
d18ef761aff6418590768d9e,38.7949684,-77.0200635,2016-11-05 7:19:19,9853
afe12e88f0484c22a5593c4e,38.7951022,-77.0205785,2016-11-05 7:19:19,9853
69ed70e877ba42f0b434a651,38.7950353,-77.0208188,2016-11-05 7:19:19,9853
2159cb5cd7974f04af344caf,38.7986348,-77.0199206,2013-10-26 4:15:33,9854
bea23725aec04cf29cb70b4b,38.7983695,-77.0215054,2016-11-05 7:17:45,9855
8024e25239b3462eb9ca3c35,38.7989047,-77.0221652,2016-11-05 7:19:19,9855
bd5a28de032c47019cf2d899,38.802307,-77.0217795,2012-11-25 3:54:15,9856
2f31dbb572154343b6ba6c97,38.8025333,-77.0221414,2019-03-04 7:20:37,9856
9cc9c734b34f4683a7843daf,38.8019397,-77.0216099,2010-02-18 2:31:19,9856
a53e7d80e496478daa8488f7,38.8022752,-77.0214751,2012-11-25 3:53:52,9856
d60e7c864104435ba742ce9a,38.8012164,-77.0215353,2013-10-26 4:15:33,9856
a0b0bb3337964e52b3984981,38.8019103,-77.0212779,2012-11-25 3:54:20,9857
9f011dec842e4af7a0a9e1f3,38.8011183,-77.0211854,2021-01-25 18:14:34,9857
f524d041d40a478198120e2b,38.8012668,-77.0212621,2021-01-25 18:14:34,9857
6dfc872e95bb43c993494f2d,38.8017706,-77.0211865,2017-01-26 16:47:41,9857
f859ea90aae74ddeb714d548,38.8000813,-77.0208916,2019-03-04 7:20:37,9857
f0ec215989044c24a3584638,38.8031776,-77.0204545,2013-10-27 16:03:32,9858
d80a92181d29407b836ab258,38.8029289,-77.0201353,2013-10-27 16:03:32,9858
90fa4fb1a6eb4dc3b5aeab56,38.8050852,-77.0205013,2016-04-26 12:29:49,9858
8e8a898147444a4da2a5fcf7,38.8050518,-77.0207481,2016-04-26 12:29:49,9858
356fab6807a44d40907bed30,38.803349,-77.0209239,2013-10-27 16:03:32,9858
926d7e03c51d47c4b4d6d1f9,38.8041693,-77.0224178,2012-11-25 3:54:14,9859
2976be90f62d4f4e934bb53e,38.803145,-77.0221183,2012-11-25 3:54:15,9859
e8a61ee6bba349d5aacbbe4f,38.8040071,-77.0221351,2012-11-25 3:54:13,9859
9b123a5984be4642a659a688,38.8026583,-77.0216585,2012-11-25 3:54:20,9859
39c4525e959b4ddbb6aa61ca,38.8047648,-77.0225344,2012-11-25 3:54:14,9859
ea9a7cc4a2e0400da96a67fc,38.80388,-77.0218359,2013-10-27 16:03:32,9859
936402b943594bc0aae3fea0,38.8048882,-77.0220634,2019-03-04 6:49:04,9859
404436edff51405691e49090,38.8046888,-77.022522,2012-11-25 3:54:14,9859
7ae39f5c8bd0442f8b88398c,38.8027388,-77.0219617,2012-11-25 3:54:15,9859
5600b74ce0304589be475aed,38.8049075,-77.0225526,2012-11-25 3:54:14,9859
0f44c69f5ef742348a76b815,38.8032362,-77.021463,2013-10-27 16:03:32,9859
6688e89771c54d04bca76194,38.80342,-77.0219686,2012-11-25 3:54:13,9859
