id,latitude,longitude,timestamp,hilbert_value
07d58d8cdb084b8b8d5ecd12,38.7331591,-77.1926236,2020-09-23 22:10:18,1364
063c7a5244034e48922417bf,38.7335273,-77.1923178,2020-09-23 22:10:18,1364
ae210da468f24974ab94503b,38.7331716,-77.1916258,2020-09-23 22:10:18,1364
27643b3758a0476e883fd621,38.73531,-77.1900058,2020-09-23 22:10:18,1366
f1adf9b9ff9a4275a1b7bf52,38.7364147,-77.1899414,2020-09-23 22:10:18,1366
e88ea71e887442629601cfd4,38.7365527,-77.1900111,2020-09-23 22:10:18,1366
3bbf78b03fba43c496e974bf,38.7369503,-77.1899843,2020-09-23 22:10:18,1366
c8fb05fe51db4b188b33a9fe,38.7350045,-77.1900809,2020-09-23 22:10:18,1366
e60f4408fbde4d80aa8e8ddf,38.586486,-77.013185,2022-04-16 4:15:06,5480
287070676bc148cdba6ea7b0,38.586803,-77.014671,2022-04-16 4:15:06,5485
82fdb5a0d49345e697935c8b,38.587331,-77.016562,2022-04-16 4:15:06,5486
84b8255a852146f5b1167ac6,38.587404,-77.016799,2022-04-16 4:15:06,5486
6c85e9726aab4ae6a0d77dc8,38.594147,-77.014401,2022-04-16 4:15:06,5522
4b88c31580d340c48673e3b9,38.595016,-77.01484,2022-04-16 4:15:06,5522
40450e275da84f429896aee9,38.593278,-77.014536,2022-04-16 4:15:06,5522
6266cb05d874469786383580,38.590302,-77.015583,2022-04-16 4:15:06,5523
2a31029c70434cb7a31fa1d1,38.592093,-77.015009,2022-04-16 4:15:06,5523
d579c76f8f8f4293a8f66789,38.596834,-77.015887,2022-04-16 4:15:06,5534
01035279cac147269b11b8f0,38.59931,-77.017069,2022-04-16 4:15:06,5535
d4752551fc78470c8f0a0394,38.600126,-77.017069,2022-04-16 4:15:06,5535
9ffb1a0917ed48cdbdccf5c1,38.598572,-77.016799,2022-04-16 4:15:06,5535
a8c48a34ce07400c904d4295,38.602866,-77.015853,2022-04-16 4:15:06,5536
328004e32234490d854f8ddf,38.60197,-77.01663,2022-04-16 4:15:06,5536
410f95be66fe4313bf2c868a,38.601338,-77.016866,2022-04-16 4:15:06,5536
c05be147fd0740fb8f82c9e4,38.604077,-77.014975,2022-04-16 4:15:06,5538
4beb5d91dbb54e5c81f0a328,38.604789,-77.014671,2022-04-16 4:15:06,5538
